candidate,mode,alpha,illumination_threshold,selected,accepted,score,active_fraction,mean_alpha,mae_improvement_pct,rmse_improvement_pct,edge_mae_improvement_pct,mae_ms,rmse_ms,edge_mae
hard_alpha0.15_thr0.5,hard,0.15,0.5,False,True,0.30387375070077804,0.25322227939284797,0.037983341908927194,0.1604477006439495,0.027590468287376498,0.05791779088472604,131.48081119483376,285.16077252963737,37.253999791575964
hard_alpha0.15_thr0.6,hard,0.15,0.6,False,True,0.2230584549022811,0.14967198353485978,0.022450797530228966,0.11076783107975544,0.01777984933987498,0.047255387241325345,131.54623566239115,285.1887562872678,37.257974265334454
hard_alpha0.15_thr0.7,hard,0.15,0.7,False,True,0.04122614642597692,0.05537046565474659,0.008305569848211987,0.03500924535099889,0.0041011633402495366,0.0010578688673642466,131.64600374104523,285.22777329891244,37.27519466240677
hard_alpha0.15_thr0.8,hard,0.15,0.8,False,False,0.003431772657790593,0.000996912786210445,0.00014953691793156675,0.0034105324976320094,2.1240160158583447e-05,-0.005830340271269416,131.68761675215146,285.2394108502263,37.277762282934006
hard_alpha0.2_thr0,hard,0.2,0.0,False,False,0.25105544565331567,1.0,0.20000000000000007,0.21253530666594037,0.038520138987375316,-0.18163741292398988,131.4122159283763,285.12959679470305,37.34329540475008
hard_alpha0.2_thr0.001,hard,0.2,0.001,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.005,hard,0.2,0.005,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.01,hard,0.2,0.01,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.02,hard,0.2,0.02,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.05,hard,0.2,0.05,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.1,hard,0.2,0.1,False,False,0.25213281156793194,0.9826086956521739,0.19652173913043486,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.2,hard,0.2,0.2,False,False,0.25213281156793194,0.8636094674556213,0.17272189349112427,0.21345380424291358,0.03867900732501834,-0.12630685731209848,131.41100633955384,285.1291436394965,37.32267061425472
hard_alpha0.2_thr0.3,hard,0.2,0.3,False,False,0.25201096392500855,0.49108567018266014,0.09821713403653205,0.21328455855663753,0.03872640536837101,-0.1197503610955988,131.41122922276605,285.12900844156815,37.32022664167296
hard_alpha0.2_thr0.4,hard,0.2,0.4,False,False,0.25254497515994423,0.35495883714947263,0.07099176742989453,0.2140239670754986,0.03852100808444563,-0.0889685586241735,131.4102554800997,285.12959431569516,37.308752543500226
hard_alpha0.2_thr0.5,hard,0.2,0.5,False,True,0.31485814519229954,0.25322227939284797,0.0506444558785696,0.21046892877839615,0.035391533717603285,0.03449884134815006,131.41493718497884,285.13852081183785,37.26272934295082
hard_alpha0.2_thr0.6,hard,0.2,0.6,False,True,0.23804784892374173,0.14967198353485978,0.029934396706971962,0.14664418169586382,0.022854350342258505,0.034274658442809705,131.49898933993597,285.1742818074306,37.2628129084492
hard_alpha0.2_thr0.7,hard,0.2,0.7,False,False,0.051645554353420525,0.05537046565474659,0.011074093130949317,0.046419600154712,0.0052259541987085285,-0.012671929561311315,131.63097720425634,285.224564951413,37.280312525638095
hard_alpha0.2_thr0.8,hard,0.2,0.8,False,False,0.00443879049639324,0.000996912786210445,0.000199382557242089,0.0044170740242297874,2.1716472163452257e-05,-0.010448618328215456,131.68629121639563,285.23940949159646,37.279483773280894
hard_alpha0.25_thr0,hard,0.25,0.0,False,False,0.28115485729367806,1.0,0.25,0.23585556852695877,0.04529928876671932,-0.28521974379924914,131.38150498390442,285.1102599837046,37.381906328672635
hard_alpha0.25_thr0.001,hard,0.25,0.001,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.005,hard,0.25,0.005,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.01,hard,0.25,0.01,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.02,hard,0.25,0.02,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.05,hard,0.25,0.05,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.1,hard,0.25,0.1,False,False,0.29393792854225764,0.9826086956521739,0.24565217391304348,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.2,hard,0.25,0.2,False,False,0.29393792854225764,0.8636094674556213,0.21590236686390532,0.2483069296851981,0.04563099885705956,-0.21867555478917497,131.36510752390123,285.10931381559624,37.357101590281005
hard_alpha0.25_thr0.3,hard,0.25,0.3,False,False,0.29537440857326663,0.49108567018266014,0.12277141754566503,0.24965823768322687,0.045716170890039744,-0.2104085143981512,131.36332795791097,285.10907087133955,37.35402000228327
hard_alpha0.25_thr0.4,hard,0.25,0.4,False,False,0.2987421867600943,0.35495883714947263,0.08873970928736816,0.2531456936862355,0.04559649307385878,-0.16909751088025085,131.35873525357965,285.10941223970985,37.3386210824046
hard_alpha0.25_thr0.5,hard,0.25,0.5,False,False,0.29550403433002487,0.25322227939284797,0.06330556984821199,0.2530098855837846,0.042494148746240266,-0.0004617732022793472,131.35891410213281,285.11826135027206,37.27576111793876
hard_alpha0.25_thr0.6,hard,0.25,0.6,False,True,0.22255659914218862,0.14967198353485978,0.037417995883714944,0.17702726883037026,0.02750239376607946,0.009013468272869446,131.4589772119662,285.1610237529364,37.27222916587074
hard_alpha0.25_thr0.7,hard,0.25,0.7,False,False,0.05992361952575686,0.05537046565474659,0.013842616413686648,0.05369430056708207,0.006229318958674788,-0.03246188124596983,131.62139699792138,285.2217029590751,37.28768934668924
hard_alpha0.25_thr0.8,hard,0.25,0.8,False,False,0.003997893349290403,0.000996912786210445,0.00024922819655261126,0.003979289543039317,1.8603806251086078e-05,-0.015808130676298916,131.68686774400808,285.23941837014826,37.281481563075594
hard_alpha0.3_thr0,hard,0.3,0.0,False,False,0.30311336555832785,1.0,0.2999999999999999,0.252175975973548,0.050937389584779856,-0.4160332869614144,131.36001229527864,285.0941778947322,37.43066784736405
hard_alpha0.3_thr0.001,hard,0.3,0.001,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.005,hard,0.3,0.005,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.01,hard,0.3,0.01,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.02,hard,0.3,0.02,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.05,hard,0.3,0.05,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.1,hard,0.3,0.1,False,False,0.3281036938283911,0.9826086956521739,0.294782608695652,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.2,hard,0.3,0.2,False,False,0.3281036938283911,0.8636094674556213,0.2590828402366863,0.27660848680595895,0.051495207022432134,-0.3383368412096463,131.3278366066884,285.09258677922145,37.40170603958636
hard_alpha0.3_thr0.3,hard,0.3,0.3,False,False,0.33111843118835266,0.49108567018266014,0.14732570105479798,0.2794899054563485,0.051628525732004146,-0.32839664572149985,131.32404200572296,285.09220650163894,37.39800077317147
hard_alpha0.3_thr0.4,hard,0.3,0.4,False,False,0.33765546874868657,0.35495883714947263,0.10648765114484177,0.286006050922073,0.05164941782661359,-0.27642395714477896,131.31546075638875,285.0921469091387,37.37862764739094
hard_alpha0.3_thr0.5,hard,0.3,0.5,False,False,0.33920117772623876,0.25322227939284797,0.07596668381785439,0.2903030132505215,0.04889816447571728,-0.06249202568446386,131.30980199611182,285.09999456965465,37.298883259903015
hard_alpha0.3_thr0.6,hard,0.3,0.6,False,False,0.23527586641934772,0.14967198353485978,0.04490159506045793,0.20355194629265352,0.0317239201266942,-0.02784959928712826,131.42404630503498,285.14898229345886,37.28597009142324
hard_alpha0.3_thr0.7,hard,0.3,0.7,False,False,0.06610880107658917,0.05537046565474659,0.016611139696423975,0.05899754711177201,0.007111253964817159,-0.054338200986548235,131.61441304074606,285.2191873323252,37.295843873721715
hard_alpha0.3_thr0.8,hard,0.3,0.8,False,False,0.003541309823878836,0.000996912786210445,0.0002990738358631335,0.0035294076611185696,1.1902162760266255e-05,-0.0212649865780007,131.6874602029426,285.2394374858807,37.28351563825325
hard_alpha0.4_thr0,hard,0.4,0.0,False,False,0.3259703801361608,1.0,0.40000000000000013,0.2671806691722626,0.05878971096389825,-0.7911569756564558,131.34025229848316,285.07177997473497,37.570497411763355
hard_alpha0.4_thr0.001,hard,0.4,0.001,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.005,hard,0.4,0.005,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.01,hard,0.4,0.01,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.02,hard,0.4,0.02,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.05,hard,0.4,0.05,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.1,hard,0.4,0.1,False,False,0.37554054637096773,0.9826086956521739,0.3930434782608697,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.2,hard,0.4,0.2,False,False,0.37554054637096773,0.8636094674556213,0.34544378698224854,0.3155810035362174,0.05995954283475036,-0.690847033946092,131.27651287780554,285.06844315248986,37.533106290176036
hard_alpha0.4_thr0.3,hard,0.4,0.3,False,False,0.3817518561765077,0.49108567018266014,0.1964342680730641,0.3215315828191239,0.06022027335738378,-0.6776061095684446,131.2686764345005,285.06769944612523,37.528170657626646
hard_alpha0.4_thr0.4,hard,0.4,0.4,False,False,0.3959716185856034,0.35495883714947263,0.14198353485978907,0.3352847437641672,0.060686874821436185,-0.6041473973289267,131.2505646069141,285.06636851457546,37.50078848997544
hard_alpha0.4_thr0.5,hard,0.4,0.5,False,False,0.4108545202879461,0.25322227939284797,0.1012889117571392,0.35124464478190154,0.05960987550604459,-0.2925836292402866,131.22954667680452,285.06944054173005,37.384651260343276
hard_alpha0.4_thr0.6,hard,0.4,0.6,False,False,0.2867660433744588,0.14967198353485978,0.059868793413943924,0.24787883240708275,0.03888721096737609,-0.1683032693721109,131.36567129423173,285.1285497605275,37.338325024204444
hard_alpha0.4_thr0.7,hard,0.4,0.7,False,False,0.07591493448059893,0.05537046565474659,0.022148186261898635,0.06740411217484824,0.008510822305750685,-0.10862290396637139,131.60334225799113,285.21519521098713,37.31607881648851
hard_alpha0.4_thr0.8,hard,0.4,0.8,False,False,0.0026091752991448955,0.000996912786210445,0.000398765114484178,0.002621443352873243,-1.2268053728347368e-05,-0.03235496507815244,131.6886559202814,285.2395064288785,37.28764949305796
hard_alpha0.5_thr0,hard,0.5,0.0,False,False,0.3335756727011351,1.0,0.5,0.2714996456031139,0.06207602709802121,-1.2125494118285014,131.3345645473707,285.0624061039643,37.72757392430267
hard_alpha0.5_thr0.001,hard,0.5,0.001,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.005,hard,0.5,0.005,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.01,hard,0.5,0.01,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.02,hard,0.5,0.02,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.05,hard,0.5,0.05,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.1,hard,0.5,0.1,False,False,0.40793871248299207,0.9826086956521739,0.49130434782608695,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.2,hard,0.5,0.2,False,False,0.40793871248299207,0.8636094674556213,0.43180473372781064,0.3438678034985695,0.06407090898442257,-1.089370014028405,131.23926139460573,285.05671591341576,37.68165807825926
hard_alpha0.5_thr0.3,hard,0.5,0.3,False,False,0.4173889421247181,0.49108567018266014,0.24554283509133007,0.35288840560636053,0.06450053651835759,-1.0728548459568221,131.22738197352177,285.0554904461088,37.67550195208801
hard_alpha0.5_thr0.4,hard,0.5,0.4,False,False,0.4408833981371792,0.35495883714947263,0.17747941857473631,0.3752511289509892,0.06563226918618996,-0.977387485951866,131.19793203170852,285.05226229782903,37.63991593135367
hard_alpha0.5_thr0.5,hard,0.5,0.5,False,False,0.4726827601109836,0.25322227939284797,0.12661113969642399,0.4051569920604531,0.06752576805053052,-0.5581160620846711,131.15854837011793,285.04686129167675,37.483630038643525
hard_alpha0.5_thr0.6,hard,0.5,0.6,False,False,0.33157261877475747,0.14967198353485978,0.07483599176742989,0.2872287627502682,0.04434385602448924,-0.3306312962088518,131.31385054140554,285.1129852550085,37.39883375230248
hard_alpha0.5_thr0.7,hard,0.5,0.7,False,False,0.08310566928723971,0.05537046565474659,0.027685232827373295,0.07368103046204161,0.009424638825198098,-0.16643812707385608,131.5950760519716,285.21258864557717,37.33762978142728
hard_alpha0.5_thr0.8,hard,0.5,0.8,False,False,0.0005322927265157233,0.000996912786210445,0.0004984563931052225,0.0005830868933956035,-5.079416687988015e-05,-0.043559593555424,131.6913402748746,285.23961632056,37.291826084316924
hard_alpha0.75_thr0,hard,0.75,0.0,False,False,0.288679346376408,1.0,0.75,0.23836521757926213,0.05031412879714589,-2.360182051980536,131.37819997416017,285.0959556805085,38.15536075035231
hard_alpha0.75_thr0.001,hard,0.75,0.001,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.005,hard,0.75,0.005,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.01,hard,0.75,0.01,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.02,hard,0.75,0.02,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.05,hard,0.75,0.05,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.1,hard,0.75,0.1,False,False,0.42596288300067364,0.9826086956521739,0.7369565217391304,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.2,hard,0.75,0.2,False,False,0.42596288300067364,0.8636094674556213,0.647707100591716,0.37065992657441826,0.05530295642625537,-2.1792544522938044,131.20397828290785,285.0817255749484,38.08791892192495
hard_alpha0.75_thr0.3,hard,0.75,0.3,False,False,0.4436917735546613,0.49108567018266014,0.36831425263699513,0.3873555857443561,0.0563361878103052,-2.154545624611313,131.1819914173767,285.0787783912098,38.07870856087396
hard_alpha0.75_thr0.4,hard,0.75,0.4,False,False,0.4922530577914507,0.35495883714947263,0.26621912786210444,0.4321628262344176,0.060090231557033066,-2.0017065196999413,131.12298381776958,285.0680703766692,38.02173688431234
hard_alpha0.75_thr0.5,hard,0.75,0.5,False,False,0.5899363262739353,0.25322227939284797,0.18991670954463596,0.5148563156121423,0.07508001066179308,-1.2702522184449065,131.0140830183017,285.0253136099814,37.749082985332265
hard_alpha0.75_thr0.6,hard,0.75,0.6,False,False,0.4171473665059045,0.14967198353485978,0.11225398765114485,0.36663009233526916,0.05051727417063535,-0.7697548796500208,131.2092852565725,285.0953762297189,37.56251965442091
hard_alpha0.75_thr0.7,hard,0.75,0.7,False,False,0.09179245542496679,0.05537046565474659,0.04152784924105994,0.08220850949731716,0.009583945927649632,-0.32592489164305743,131.58384603505763,285.2121342388402,37.39707941228036
hard_alpha0.75_thr0.8,hard,0.75,0.8,False,False,-0.005639626530463733,0.000996912786210445,0.0007476845896578338,-0.005429710156870962,-0.0002099163735927706,-0.07136539116620944,131.69925865406913,285.24007019990137,37.302190859149505
hard_alpha1_thr0,hard,1.0,0.0,False,False,0.12192398915034704,1.0,1.0,0.11190032422108455,0.010023664929262486,-3.6249770690033714,131.54474425829864,285.2108799866842,38.626820542454354
hard_alpha1_thr0.001,hard,1.0,0.001,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.005,hard,1.0,0.005,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.01,hard,1.0,0.01,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.02,hard,1.0,0.02,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.05,hard,1.0,0.05,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.1,hard,1.0,0.1,False,False,0.3234696547098224,0.9826086956521739,0.9826086956521739,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.2,hard,1.0,0.2,False,False,0.3234696547098224,0.8636094674556213,0.8636094674556213,0.3041353554261093,0.019334299283713097,-3.3859021709433437,131.29158589309367,285.18432238246425,38.53770396607701
hard_alpha1_thr0.3,hard,1.0,0.3,False,False,0.3497357983864173,0.49108567018266014,0.49108567018266014,0.32850607165819384,0.021229726728223434,-3.3529714986230212,131.25949158311533,285.1789158752401,38.52542886401149
hard_alpha1_thr0.4,hard,1.0,0.4,False,False,0.4248913637606492,0.35495883714947263,0.35495883714947263,0.39591672974566455,0.028974634014984606,-3.1405279853589603,131.17071706635926,285.15682434263215,38.44623929317284
hard_alpha1_thr0.5,hard,1.0,0.5,False,False,0.6484395636602055,0.25322227939284797,0.25322227939284797,0.5832866505128176,0.0651529131473879,-2.0645661385163083,130.92396566765396,285.0536296104604,38.04516817746254
hard_alpha1_thr0.6,hard,1.0,0.6,False,False,0.46829069416061536,0.14967198353485978,0.14967198353485978,0.42227002261472096,0.04602067154589439,-1.2653971115537714,131.13601185941192,285.1082023152783,37.74727321564254
hard_alpha1_thr0.7,hard,1.0,0.7,False,False,0.09139737915257415,0.05537046565474659,0.05537046565474659,0.08469015339722737,0.006707225755346778,-0.5071307344896591,131.58057790588896,285.22033978025433,37.46462495748438
hard_alpha1_thr0.8,hard,1.0,0.8,False,False,-0.01190126959270585,0.000996912786210445,0.000996912786210445,-0.011442507207137529,-0.0004587623855683224,-0.09936970864122452,131.70717703326366,285.2407800069506,37.31262963343074
soft_alpha0.05_thr0,soft,0.05,0.0,False,True,0.10514466944826287,0.9826086956521739,0.01815863224163926,0.03743882326331114,0.007000934256394135,0.030352455964278796,131.64280417867326,285.2195020076784,37.26427493252442
soft_alpha0.05_thr0.001,soft,0.05,0.001,False,True,0.10510104279296612,0.9826086956521739,0.01812762943629296,0.03741681197152413,0.0069965197939648085,0.03034385551373859,131.64283316580745,285.2195145994677,37.26427813839302
soft_alpha0.05_thr0.005,soft,0.05,0.005,False,True,0.10492539630824962,0.9826086956521739,0.01800299504294093,0.03732832436641974,0.006978770944688364,0.030309150498570758,131.64294969700006,285.21956522619155,37.26429107489183
soft_alpha0.05_thr0.01,soft,0.05,0.01,False,True,0.10470327430223024,0.9826086956521739,0.01784578575132645,0.03721670931906209,0.006956378014319897,0.030265093484424126,131.64309668520895,285.21962909966777,37.264307497403344
soft_alpha0.05_thr0.02,soft,0.05,0.02,False,True,0.10425012522421126,0.9826086956521739,0.01752655463876234,0.03699006243719379,0.006910888883903376,0.030174586951557045,131.64339516126574,285.21975885262293,37.264341234246544
soft_alpha0.05_thr0.05,soft,0.05,0.05,False,True,0.10281298231149902,0.9826086956521739,0.01652853737106193,0.036281462117366915,0.006768521885801068,0.029881499154165516,131.6443283319653,285.2201649394958,37.26445048444928
soft_alpha0.05_thr0.1,soft,0.05,0.1,False,True,0.1001180899145312,0.9826086956521739,0.014717320848198216,0.034995266166645035,0.00650955761848745,0.029306633064699356,131.6460221505278,285.2209036078031,37.264664769170025
soft_alpha0.05_thr0.2,soft,0.05,0.2,False,True,0.09326813755647811,0.8636094674556213,0.01054558933264863,0.03193812264706983,0.0058914450019282695,0.02771928495374001,131.65004816727804,285.22266670896346,37.265256462527695
soft_alpha0.05_thr0.3,soft,0.05,0.3,False,True,0.0832832439467987,0.49108567018266014,0.007533776221918816,0.02803663024527375,0.005090637772103772,0.02507798796471059,131.65518612487145,285.224950927273,37.26624102153731
soft_alpha0.05_thr0.4,soft,0.05,0.4,False,True,0.06813152986251014,0.35495883714947263,0.005278957013551608,0.023041488836798466,0.004026972917592989,0.020531534054059348,131.66176433189756,285.2279849192819,37.26793573901063
soft_alpha0.05_thr0.5,soft,0.05,0.5,False,True,0.044786811789448946,0.25322227939284797,0.003319290877108762,0.01561516970856825,0.0025782087815051768,0.013296716649687759,131.6715442081158,285.232117366446,37.27063255981041
soft_alpha0.05_thr0.6,soft,0.05,0.6,False,True,0.021361511329290116,0.14967198353485978,0.0015984139625182304,0.008065043506587264,0.0011820379666934912,0.006057214928004679,131.6814871284795,285.2360997966985,37.27333112671705
soft_alpha0.05_thr0.7,soft,0.05,0.7,False,True,0.003817195907836647,0.05537046565474659,0.00035444332886978435,0.0021421697832259084,0.0001933275053875161,0.0007408493096116112,131.6892870857491,285.23891998919237,37.27531283331413
soft_alpha0.05_thr0.8,soft,0.05,0.8,False,False,0.0004287024662841671,0.000996912786210445,1.7080465118269785e-05,0.0004248068279166247,3.895638367542379e-06,-6.290115203975125e-06,131.6915487172296,285.2394603236486,37.2755913339353
soft_alpha0.1_thr0,soft,0.1,0.0,False,True,0.1849435129733505,0.9826086956521739,0.03631726448327852,0.07430084340407377,0.0136476727492114,0.048497498410032654,131.59425980724163,285.20054288593377,37.25751126108042
soft_alpha0.1_thr0.001,soft,0.1,0.001,False,True,0.1849040944866094,0.9826086956521739,0.03625525887258592,0.07425873188755462,0.013639350579368938,0.048503006009842926,131.5943152647855,285.20056662404704,37.25750920809015
soft_alpha0.1_thr0.005,soft,0.1,0.005,False,True,0.18474476320879957,0.9826086956521739,0.03600599008588186,0.07408933898757593,0.013605885552451149,0.04852476933438625,131.59453834186655,285.20066207951294,37.25750109568274
soft_alpha0.1_thr0.01,soft,0.1,0.01,False,True,0.18454222029331846,0.9826086956521739,0.0356915715026529,0.07387555163965233,0.013563653271773295,0.048551507690946426,131.594819882932,285.2007825426471,37.25749112880285
soft_alpha0.1_thr0.02,soft,0.1,0.02,False,True,0.1841233978576482,0.9826086956521739,0.03505310927752468,0.07344075199581145,0.013477824786603068,0.04860241053761684,131.59539247974922,285.20102735936456,37.25747215446694
soft_alpha0.1_thr0.05,soft,0.1,0.05,False,True,0.18275604606311474,0.9826086956521739,0.03305707474212386,0.0720755466962952,0.013208883294640057,0.048735808036089734,131.5971903473888,285.2017944866547,37.257422429763686
soft_alpha0.1_thr0.1,soft,0.1,0.1,False,True,0.18002824328722233,0.9826086956521739,0.02943464169639643,0.069574222380688,0.012718425799261681,0.04886779755363632,131.6004843941118,285.20319346502214,37.257373229893616
soft_alpha0.1_thr0.2,soft,0.1,0.2,False,True,0.1716188952866332,0.8636094674556213,0.02109117866529726,0.06360029191792711,0.011541297515844071,0.04823865292643102,131.60835158907787,285.2065510995159,37.257607747259
soft_alpha0.1_thr0.3,soft,0.1,0.3,False,True,0.15727173957380974,0.49108567018266014,0.015067552443837631,0.055890343477892644,0.010002984534851492,0.0456892057805328,131.61850498271616,285.2109389753319,37.258558068698605
soft_alpha0.1_thr0.4,soft,0.1,0.4,False,True,0.1317722987562177,0.35495883714947263,0.010557914027103215,0.0459427406399733,0.0079383543541439,0.038945601881050264,131.63160519060423,285.21682811554643,37.26107178677124
soft_alpha0.1_thr0.5,soft,0.1,0.5,False,True,0.08737537953023598,0.25322227939284797,0.006638581754217524,0.031141184135321295,0.005094173076234727,0.025570011159339982,131.65109767240486,285.2249408431902,37.26605761699355
